Tipo o rol declarante;Nombre Establecimiento;Razón Social;ID Establecimiento VU;RUT Razón Social;Rubro RETC;CIIU6;CIIU4;Región;Provincia;Comuna;Huso;Coordenada Este;Coordenada Norte;Número Capítulo;Capítulo LER;Número Subcapítulo;Subcapítulo LER;Número LER;Nombre LER;Tratamiento;Valorización/Eliminación;Cantidad (Toneladas);Declaración/Estimación;Año;ID Establecimiento VU Destinatario;RUT Razón Social trazabilidad;Nombre Establecimiento Destinatario;Razón Social Destinatario;Comuna Destinatario;Región Destinatario
Municipio;ILUSTRE MUNICIPALIDAD DE PUERTO OCTAY;I MUNICIPALIDAD PUERTO OCTAY;911196;69210400-5;Otras actividades;Actividades de otras asociaciones n.c.p.;Actividades de otras asociaciones n.c.p.;Los Lagos;Osorno;Puerto Octay;18;678073;5462091;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;3346;Declaración;2019;5464909;69210100-6;RELLENO SANITARIO PROVINCIA DE OSORNO CURACO;I MUNICIPALIDAD DE OSORNO | RELLENO SANITARIO PROVINCIA DE OSORNO CURACO;Osorno;Los Lagos
Municipio;ILUSTRE MUNICIPALIDAD DE EL QUISCO;ILUSTRE MUNICIPALIDAD DE EL QUISCO;1072274;69061700-5;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;San Antonio;El Quisco;19;249372;6301149;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;11703;Declaración;2019;5452216;96964360-K;RELLENO SANITARIO EL MOLLE;GESTION INTEGRAL DE RESIDUOS S A | RELLENO SANITARIO EL MOLLE;Valparaíso;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;4055182;69073500-8;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;San Antonio;Santo Domingo;19;256241;6275123;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;136,5;Declaración;2019;1967;93372000-4;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE GALVARINO;ILUSTRE MUNICIPALIDAD DE GALVARINO;1965230;69190200-5;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Araucanía;Cautín;Galvarino;18;693649;5746490;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;159,99;Declaración;2019;5461913;88975900-3;VERTEDERO LICURA (MULCHEN;EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN;Mulchén;Biobío
Municipio;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;I MUNICIPALIDAD DE LA UNION;911604;69200800-6;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Ríos;Ranco;La Unión;18;663110;5538175;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;1020;Declaración;2019;4587637;69200100-1;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;I MUNICIPALIDAD VALDIVIA | VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;Valdivia;Los Ríos
Municipio;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;4053451;69071800-6;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Talagante;Talagante;19;321298;6273299;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Pretratamiento de Papel y Cartón;Valorización;144,78;Declaración;2019;5462303;86359300-K;SOCIEDAD RECUPERADORA DE PAPELES;SOC RECUPERADORA DE PAPEL SPA | SOCIEDAD RECUPERADORA DE PAPELES;Antofagasta;Antofagasta
Municipio;ILUSTRE MUNICIPALIDAD DE CATEMU;I MUNICIPALIDAD DE CATEMU;4054474;69050900-8;Gestores de residuos;Recogida de desechos no peligrosos;Recogida de desechos no peligrosos;Valparaíso;San Felipe de Aconcagua;Catemu;19;316156;6371556;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;4391,16;Declaración;2019;5460838;78591180-6;SERVICIOS GEA LTDA;SERVICIOS GEA LIMITADA | SERVICIOS GEA LTDA;San Felipe;Valparaíso
Municipio;I MUNICIPALIDAD DE CONCON;I MUNICIPALIDAD DE CONCON;5465466;73568600-3;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Valparaíso;Concón;19;264736;6354721;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);99;Otras fracciones no especificadas en otra categoría;Pretratamiento de Papel y Cartón;Valorización;21,9368;Declaración;2019;5462303;86359300-K;SOCIEDAD RECUPERADORA DE PAPELES;SOC RECUPERADORA DE PAPEL SPA | SOCIEDAD RECUPERADORA DE PAPELES;Antofagasta;Antofagasta
Municipio;ILUSTRE MUNICIPALIDAD DE SAN PEDRO;ILUSTRE MUNICIPALIDAD DE SAN PEDRO;4055179;69073100-2;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;Actividades de mantenimiento del orden público y de seguridad;Metropolitana de Santiago;Melipilla;San Pedro;19;272878;6246849;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;2380,37;Declaración;2019;5473212;69072900-8;VERTEDERO POPETA;I MUNICIPALIDAD DE MELIPILLA | VERTEDERO POPETA;Melipilla;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE MARÍA PINTO;ILUSTRE MUNICIPALIDAD DE MARÍA PINTO;4055181;69073300-5;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Melipilla;María Pinto;19;302741;6289302;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);40;Metales;Relleno sanitario;Eliminación;1,63;Declaración;2019;7803;96754450-7;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS;Tiltil;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CONCEPCIÓN;I MUNICIPALIDAD DE CONCEPCION;4587633;69150400-K;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Biobío;Concepción;Concepción;18;673767;5922400;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Reciclaje de plásticos;Valorización;19;Declaración;2019;5468895;96931540-8;RECIPET SA;RECIPET S A | RECIPET SA;Santiago;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;I MUNICIPALIDAD DE LA UNION;911604;69200800-6;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Ríos;Ranco;La Unión;18;663110;5538175;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;909;Declaración;2019;4587637;69200100-1;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;I MUNICIPALIDAD VALDIVIA | VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;Valdivia;Los Ríos
Municipio;ILUSTRE MUNICIPALIDAD DE SAN ANTONIO;I MUNICIPALIDAD DE SAN ANTONIO;4371794;69073400-1;Otras actividades;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;Valparaíso;San Antonio;San Antonio;19;257462;6278965;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Depósito de Seguridad;Eliminación;32982;Declaración;2019;5452485;76395745-4;Veolia Respel Chile SpA;VEOLIA RESPEL CHILE SPA | STERICYCLE INDUSTRIAL_RILTEC;Valparaíso;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE RENGO;I MUNICIPALIDAD DE RENGO;3022584;69081200-2;Gestores de residuos;Recogida de desechos no peligrosos;Recogida de desechos no peligrosos;Libertador Gral. Bernardo O'Higgins;Cachapoal;Rengo;19;329023;6190944;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;21278;Declaración;2019;5457604;69080100-0;RELLENO SANITARIO COLIHUES LA YESCA;I MUNICIPALIDAD DE RANCAGUA | RELLENO SANITARIO COLIHUES LA YESCA;Requínoa;Libertador Gral. Bernardo O'Higgins
Municipio;ILUSTRE MUNICIPALIDAD DE LO PRADO;I MUNICIPALIDAD DE LO PRADO;4085308;69254100-6;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Lo Prado;19;340252;6298207;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);40;Metales;Pretratamiento de Metales;Valorización;0,81;Declaración;2019;5467254;76047913-6;METALES Y ALUMINIOS SA RENCA;METALES Y ALUMINIOS S.A. | METALES Y ALUMINIOS SA RENCA;Renca;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE PUCÓN;I MUNICIPALIDAD DE PUCON;1986456;69191600-6;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Cautín;Pucón;19;243130;5648783;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;174,6;Declaración;2019;2372;90331000-6;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A;Padre Hurtado;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;4055182;69073500-8;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;San Antonio;Santo Domingo;19;256241;6275123;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Pretratamiento de Papel y Cartón;Valorización;16,71;Declaración;2019;5467294;76190988-6;RECICLADOS INDUSTRIALES PLACILLA;RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES PLACILLA;Valparaíso;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR;I MUNICIPALIDAD DE VINA DEL MAR;4055170;69061000-0;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Valparaíso;Viña del Mar;19;261471;6343214;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;1013,68;Declaración;2019;5453475;93372000-4;BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO;CRISTALERIAS TORO SPA | BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO;Maipú;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE MACUL;ILUSTRE MUNICIPALIDAD DE MACUL;253480;69253700-9;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Macul;19;351425;6293783;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;55634;Declaración;2019;97614;96828810-5;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A | RELLENO SANITARIO SANTA MARTA;Talagante;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE GALVARINO;ILUSTRE MUNICIPALIDAD DE GALVARINO;1965230;69190200-5;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Araucanía;Cautín;Galvarino;18;693649;5746490;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;156,96;Declaración;2019;5461913;88975900-3;VERTEDERO LICURA (MULCHEN;EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN;Mulchén;Biobío
Municipio;ILUSTRE MUNICIPALIDAD DE PALMILLA;ILUSTRE MUNICIPALIDAD DE PALMILLA;253468;69091000-4;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Libertador Gral. Bernardo O'Higgins;Colchagua;Palmilla;19;281676;6171243;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Reciclaje de plásticos;Valorización;5,14;Declaración;2019;5460689;76267533-1;GREENPLAST SA;GREENPLAST SA | GREENPLAST SA;Lampa;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE PEÑAFLOR;I MUNICIPALIDAD DE PENAFLOR;4053450;69071700-K;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Talagante;Peñaflor;19;323839;6279867;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;59,75;Declaración;2019;1967;93372000-4;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LA GRANJA;I MUNICIPALIDAD DE LA GRANJA;4055176;69072400-6;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;La Granja;19;348436;6287245;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);99;Otras fracciones no especificadas en otra categoría;Pretratamiento de Papel y Cartón;Valorización;5,49;Declaración;2019;5467294;76190988-6;RECICLADOS INDUSTRIALES PLACILLA;RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES PLACILLA;Valparaíso;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE OLIVAR;I MUNICIPALIDAD DE OLIVAR;3022586;69081400-5;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Libertador Gral. Bernardo O'Higgins;Cachapoal;Olivar;19;332565;6213042;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;4665;Declaración;2019;5457604;69080100-0;RELLENO SANITARIO COLIHUES LA YESCA;I MUNICIPALIDAD DE RANCAGUA | RELLENO SANITARIO COLIHUES LA YESCA;Requínoa;Libertador Gral. Bernardo O'Higgins
Municipio;ILUSTRE MUNICIPALIDAD DE PUTAENDO;I MUNICIPALIDAD DE PUTAENDO;4054473;69050700-5;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;San Felipe de Aconcagua;Putaendo;19;338984;6388834;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;1,96;Declaración;2019;5453475;93372000-4;BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO;CRISTALERIAS TORO SPA | BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO;Maipú;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CASABLANCA;I MUNICIPALIDAD DE CASABLANCA;4055173;69061400-6;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Valparaíso;Casablanca;19;275743;6311509;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Residuos sólidos domiciliarios y asimilables a domiciliarios;Eliminación;9860,01;Declaración;2019;5477168;69061400-6;CENTRO TRATAMIENTO INTERMEDIO DE RESIDUOS ESTACIÓN DE TRANSFERENCIA;I MUNICIPALIDAD DE CASABLANCA | CENTRO TRATAMIENTO INTERMEDIO DE RESIDUOS ESTACIÃ?N DE TRANSFERENCIA;Casablanca;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE QUILLOTA;I MUNICIPALIDAD DE QUILLOTA;4053442;69060100-1;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Quillota;Quillota;19;289790;6359847;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;197,978;Declaración;2019;1967;93372000-4;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE RECOLETA;I MUNICIPALIDAD DE RECOLETA;431431;69254800-0;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Recoleta;19;347149;6302985;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;162;Declaración;2019;2372;90331000-6;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A;Padre Hurtado;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS;253477;69220200-7;Otras actividades;Actividades de organizaciones y órganos extraterritoriales;Actividades de organizaciones y órganos extraterritoriales;Los Lagos;Llanquihue;Puerto Varas;18;668798;5424124;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;73;Declaración;2019;1967;93372000-4;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LOS ÁNGELES;I MUNICIPALIDAD DE LOS ANGELES;1963508;69170100-K;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Biobío;Biobío;Los Angeles;18;734262;5849572;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;7;Residuos voluminosos (incluidos muebles);Relleno sanitario;Eliminación;11591;Declaración;2019;7803;96754450-7;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS;Tiltil;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE PUTAENDO;I MUNICIPALIDAD DE PUTAENDO;4054473;69050700-5;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;San Felipe de Aconcagua;Putaendo;19;338984;6388834;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;425,05;Declaración;2019;5460838;78591180-6;SERVICIOS GEA LTDA;SERVICIOS GEA LIMITADA | SERVICIOS GEA LTDA;San Felipe;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE SAN RAFAEL;ILUSTRE MUNICIPALIDAD DE SAN RAFAEL;3092177;69264500-6;Otras actividades;Actividades combinadas de servicios administrativos de oficina;Actividades combinadas de servicios administrativos de oficina;Maule;Talca;San Rafael;19;270566;6089939;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;294;Declaración;2019;5464026;78398090-8;RELLENO SANITARIO SAN ROQUE;SOCIEDAD ARQUITECTURA Y PAISAJISMO RIO MAULE LTDA | RELLENO SANITARIO SAN ROQUE;San Clemente;Maule
Municipio;ILUSTRE MUNICIPALIDAD DE EL MONTE;I MUNICIPALIDAD DE EL MONTE;253466;69073000-6;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;Actividades de mantenimiento del orden público y de seguridad;Metropolitana de Santiago;Talagante;El Monte;19;316705;6271812;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Pretratamiento de Papel y Cartón;Valorización;86,39;Declaración;2019;5462303;86359300-K;SOCIEDAD RECUPERADORA DE PAPELES;SOC RECUPERADORA DE PAPEL SPA | SOCIEDAD RECUPERADORA DE PAPELES;Antofagasta;Antofagasta
Municipio;ILUSTRE MUNICIPALIDAD DE SAN PEDRO;ILUSTRE MUNICIPALIDAD DE SAN PEDRO;4055179;69073100-2;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;Actividades de mantenimiento del orden público y de seguridad;Metropolitana de Santiago;Melipilla;San Pedro;19;272878;6246849;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Reciclaje de papel, cartón y productos de papel;Valorización;9,54;Declaración;2019;5466118;76859670-0;SOCIEDAD COMERCIAL VERUN LIMITADA;SOC COM VERUN LTDA | SOCIEDAD COMERCIAL VERUN LIMITADA;La Pintana;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LO BARNECHEA;I MUNICIPALIDAD LO BARNECHEA;8825;69255200-8;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Lo Barnechea;19;361038;6307360;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);99;Otras fracciones no especificadas en otra categoría;Pretratamiento de Papel y Cartón;Valorización;11,12;Declaración;2019;5461522;96588400-9;RECUPAC SUCURSAL CERRILLOS;RECUPAC S A | RECUPAC SUCURSAL CERRILLOS;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LAMPA;ILUSTRE MUNICIPALIDAD DE LAMPA;325221;69071400-0;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Chacabuco;Lampa;19;325103;6315559;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;4;Lodos de fosas sépticas;Recepción de Lodos en PTAS;Eliminación;6440;Declaración;2019;4585978;76000739-0;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A. | PLANTA DE TRATAMIENTO DE AS MOLINO;Quillota;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;4055182;69073500-8;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;San Antonio;Santo Domingo;19;256241;6275123;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Reciclaje de plásticos;Valorización;6,63;Declaración;2019;5468895;96931540-8;RECIPET SA;RECIPET S A | RECIPET SA;Santiago;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE MARÍA PINTO;ILUSTRE MUNICIPALIDAD DE MARÍA PINTO;4055181;69073300-5;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Melipilla;María Pinto;19;302741;6289302;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;33,36;Declaración;2019;2372;90331000-6;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A;Padre Hurtado;Metropolitana de Santiago
