Año;Tipo o rol declarante;Código VU establecimiento;RUT Razón Social;Nombre Esblecimiento;Razón Social;Rubro RETC;CIIU6;CIIU6_id;CIIU4;CIIU4_id;Huso;UTMN;UTME;Código Subdere;Provincia;Comuna ;Region;Entrada/Salida;Cantidad Toneladas;Declaración/Estimación;Tratamiento;Tratamiento id;eliminacion_valorizacion_recoleccion;Capitulo LER;Numero Capitulo LER;Subcapitulo LER;Numero Subcapitulo LER;Nombre LER;Numero LER;retc_code_trazabilidad;RUT Razón Social trazabilidad;nombre trazabilidad;razon social trazabilidad;comuna trazabilidad;region trazabilidad
2021;Generador Municipal;881993;69020500-9;ILUSTRE MUNICIPALIDAD DE TALTAL;ILUSTRE MUNICIPALIDAD DE TALTAL;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-25,40749693;-70,48665471;2104;Antofagasta;Taltal;Antofagasta;2;4384,8;Declaración;Basural;30;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;881993;69020500-9;ILUSTRE MUNICIPALIDAD DE TALTAL;ILUSTRE MUNICIPALIDAD DE TALTAL;Taltal;Antofagasta
2021;Generador Municipal;880201;69030700-6;ILUSTRE MUNICIPALIDAD DE HUASCO;I MUNICIPALIDAD DE HUASCO;Gestores de residuos;Recogida de desechos no peligrosos;E381100;Recogida de desechos no peligrosos;E3811;19;-28,46640031;-71,21920497;3304;Huasco;Huasco;Atacama;2;4383,17;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5480981;65110111-5;Relleno Sanitario de la Provincia del Huasco;ASOCIACION DE MUNICIPALIDADES DE LA PROVINCIA DEL HUASCO;Vallenar;Atacama
2021;Generador Municipal;4053444;69070900-7;ILUSTRE MUNICIPALIDAD DE MAIPÚ;I MUNICIPALIDAD DE MAIPU;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,51069283;-70,76055684;13119;Santiago;Maipú;Metropolitana de Santiago;2;4364,39;Declaración;Sitio de Escombros de la Construcción;60;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 07 | Residuos voluminosos (incluidos muebles);7;5464301;76237208-8;INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA;INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA;San Bernardo;Metropolitana de Santiago
2021;Generador Municipal;4055185;69073800-7;ILUSTRE MUNICIPALIDAD DE NAVIDAD;I MUNICIPALIDAD DE NAVIDAD;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,95362584;-71,83029632;6205;Cardenal Caro;Navidad;Libertador Gral. Bernardo O'Higgins;2;4319,87;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5469309;76131040-2;INGENIERIA Y CONSTRUCCIONES CARDENAL CARO LTDA;INGENIERIA Y CONSTRUCCIONES CARDENAL CARO LIMITADA;Pichilemu;Libertador Gral. Bernardo O'Higgins
2021;Generador Municipal;911515;69230200-1;ILUSTRE MUNICIPALIDAD DE QUEMCHI;I MUNICIPALIDAD DE QUEMCHI;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;18;-42,14430354;-73,47275676;10209;Chiloé;Quemchi;Los Lagos;2;4208,11;Declaración;Eliminación;1;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;;;Destinatario Final;I MUNICIPALIDAD DE QUEMCHI;Quemchi;Los Lagos
2021;Generador Municipal;880198;69030300-0;ILUSTRE MUNICIPALIDAD DE CALDERA;ILUSTRE MUNICIPALIDAD DE CALDERA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-27,06832111;-70,82267888;3102;Copiapó;Caldera;Atacama;2;4178,07;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5466270;69030300-0;RELLENO SANITARIO CERRO MONTEVIDEO;ILUSTRE MUNICIPALIDAD DE CALDERA;Caldera;Atacama
2021;Generador Municipal;3258677;69250300-7;ILUSTRE MUNICIPALIDAD DE PORVENIR;I.MUNICIPALIDAD DE PORVENIR;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-53,2951848;-70,36960324;12301;Tierra del Fuego;Porvenir;Magallanes y de la Antártica Chilena;2;4139,226;Declaración;Basural;30;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;3258677;69250300-7;ILUSTRE MUNICIPALIDAD DE PORVENIR;I.MUNICIPALIDAD DE PORVENIR;Porvenir;Magallanes y de la Antártica Chilena
2021;Generador Municipal;1965234;69190600-0;ILUSTRE MUNICIPALIDAD DE SAAVEDRA;I MUNICIPALIDAD DE SAAVEDRA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;18;-38,79257886;-73,39536371;9116;Cautín;Saavedra;La Araucanía;2;4128;Declaración;Vertedero;12;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;;;TRANSPORTES Y SERVICIOS GENERALES LTDA;TRANSPORTES Y SERVICIOS GENERALES LTDA;Teodoro Schmidt;La Araucanía
2021;Generador Municipal;431431;69254800-0;ILUSTRE MUNICIPALIDAD DE RECOLETA;I MUNICIPALIDAD DE RECOLETA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,40158262;-70,6436402;13127;Santiago;Recoleta;Metropolitana de Santiago;2;4069,14;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 03 | Residuos de limpieza viaria;3;7803;96754450-7;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2021;Generador Municipal;5441453;69051300-5;ILUSTRE MUNICIPALIDAD DE RINCONADA;I MUNICIPALIDAD DE RINCONADA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-32,83524392;-70,70103508;5303;Los Andes;Rinconada;Valparaíso;2;3887,69;Declaración;Disposición final;3;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;7803;96754450-7;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2021;Generador Municipal;5441724;69070100-6;ILUSTRE MUNICIPALIDAD DE SANTIAGO;I MUNICIPALIDAD DE SANTIAGO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,43782696;-70,65044388;13101;Santiago;Santiago;Metropolitana de Santiago;2;3855,58;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 03 | Residuos de limpieza viaria;3;7803;96754450-7;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2021;Generador Municipal;4402074;69061800-1;ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA;I MUNICIPALIDAD DE ISLA DE PASCUA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;12;-27,14833279;-109,4278951;5201;Isla de Pascua;Isla de Pascua;Valparaíso;2;3832,5;Declaración;Vertedero;12;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5466461;69061800-1;VERTEDERO VAI A ORI;I MUNICIPALIDAD DE ISLA DE PASCUA;Isla de Pascua;Valparaíso
2021;Generador Municipal;3023078;69081700-4;ILUSTRE MUNICIPALIDAD DE QUINTA DE TILCOCO;I MUNICIPALIDAD DE QUINTA DE TILCOCO;Gestores de residuos;Recogida de desechos no peligrosos;E381100;Recogida de desechos no peligrosos;E3811;19;-34,35436911;-70,96441886;6114;Cachapoal;Quinta de Tilcoco;Libertador Gral. Bernardo O'Higgins;2;3766,9;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5457604;69080100-0;RELLENO SANITARIO COLIHUES LA YESCA;I MUNICIPALIDAD DE RANCAGUA;Requínoa;Libertador Gral. Bernardo O'Higgins
2021;Generador Municipal;4085539;69252500-0;ILUSTRE MUNICIPALIDAD DE SAN PEDRO DE ATACAMA;I MUNICIPALIDAD DE SAN PEDRO DE ATACAMA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-22,91053706;-68,20049751;2203;El Loa;San Pedro de Atacama;Antofagasta;2;3763,91;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5479805;69252500-0;Relleno Sanitario de San Pedro de Atacama;I MUNICIPALIDAD DE SAN PEDRO DE ATACAMA;San Pedro Atacama;Antofagasta
2021;Generador Municipal;8819;69254200-2;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,43496408;-70,72883366;13103;Santiago;Cerro Navia;Metropolitana de Santiago;2;3737,82;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;02 | Residuos de parques y jardines (incluidos los residuos de cementerios);2;20 02 01 | Residuos biodegradables;1;7803;96754450-7;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2021;Generador Municipal;253468;69091000-4;ILUSTRE MUNICIPALIDAD DE PALMILLA;ILUSTRE MUNICIPALIDAD DE PALMILLA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-34,57742364;-71,38013019;6306;Colchagua;Palmilla;Libertador Gral. Bernardo O'Higgins;2;3734,92;Declaración;Eliminación;1;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;245025;99537670-9;RELLENO SANITARIO PARQUE EL GUANACO;RELLENOS SANITARIOS DEL MAULE S A;Teno;Maule
2021;Generador Municipal;4701811;69251800-4;ILUSTRE MUNICIPALIDAD DE SAN JUAN DE LA COSTA;I MUNICIPALIDAD DE SAN JUAN DE LA COSTA;Otras actividades;Transporte de carga por carretera;H492300;Transporte de carga por carretera;H4923;18;-40,60479935;-73,46832431;10306;Osorno;San Juan de la Costa;Los Lagos;2;3600;Declaración;Vertedero;12;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5463828;69210100-6;VERTEDERO CURACO OSORNO;I MUNICIPALIDAD DE OSORNO;Osorno;Los Lagos
2021;Generador Municipal;5477295;69073900-3;ILUSTRE MUNICIPALIDAD DE CURACAVI;I MUNICIPALIDAD DE CURACAVI;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,40548482;-71,13674434;13503;Melipilla;Curacaví;Metropolitana de Santiago;2;3434,19;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 07 | Residuos voluminosos (incluidos muebles);7;3921963;96754450-7;ESTACIÓN DE TRANSFERENCIA QUILICURA;K D M  S A;Quilicura;Metropolitana de Santiago
2021;Generador Municipal;2154307;69220400-K;ILUSTRE MUNICIPALIDAD DE FRESIA;I MUNICIPALIDAD DE FRESIA;Otras actividades;Actividades de asociaciones empresariales y de empleadores;S941100;Actividades de asociaciones empresariales y de empleadores;S9411;18;-41,14999664;-73,41632966;10104;Llanquihue;Fresia;Los Lagos;2;3365,92;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5465162;69220200-7;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS;Puerto Varas;Los Lagos
2021;Generador Municipal;4053500;69070700-4;ILUSTRE MUNICIPALIDAD DE LA FLORIDA;ILUSTRE MUNICIPALIDAD DE LA FLORIDA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,52269055;-70,59871433;13110;Santiago;La Florida;Metropolitana de Santiago;2;3332,48;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;02 | Residuos de parques y jardines (incluidos los residuos de cementerios);2;20 02 01 | Residuos biodegradables;1;97614;96828810-5;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;Talagante;Metropolitana de Santiago
2021;Generador Municipal;4085308;69254100-6;ILUSTRE MUNICIPALIDAD DE LO PRADO;I MUNICIPALIDAD DE LO PRADO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,44365519;-70,71862552;13117;Santiago;Lo Prado;Metropolitana de Santiago;2;3290,32;Declaración;Eliminación;1;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;7803;96754450-7;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2021;Generador Municipal;4085308;69254100-6;ILUSTRE MUNICIPALIDAD DE LO PRADO;I MUNICIPALIDAD DE LO PRADO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,44365519;-70,71862552;13117;Santiago;Lo Prado;Metropolitana de Santiago;2;3288,43;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 07 | Residuos voluminosos (incluidos muebles);7;7803;96754450-7;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2021;Generador Municipal;5441724;69070100-6;ILUSTRE MUNICIPALIDAD DE SANTIAGO;I MUNICIPALIDAD DE SANTIAGO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,43782696;-70,65044388;13101;Santiago;Santiago;Metropolitana de Santiago;2;3249,62;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 02 | Residuos de mercados;2;7803;96754450-7;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2021;Generador Municipal;3022598;69141700-K;ILUSTRE MUNICIPALIDAD DE EL CARMEN;I MUNICIPALIDAD DE EL CARMEN;Otras actividades;Actividades no diferenciadas de los hogares como productores de bienes para uso propio;T981000;Actividades no diferenciadas de los hogares como productores de bienes para uso propio;T9810;18;-36,89714197;-72,02687887;16104;Diguillín;El Carmen;Ñuble;2;3220,13;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;;;;;;
2021;Generador Municipal;3022590;69110700-0;ILUSTRE MUNICIPALIDAD DE RÍO CLARO;I MUNICIPALIDAD DE RIO CLARO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-35,27854967;-71,25909501;7108;Talca;Río Claro;Maule;2;3186,65;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5464026;78398090-8;RELLENO SANITARIO SAN ROQUE;SOCIEDAD ARQUITECTURA Y PAISAJISMO RIO MAULE LTDA;San Clemente;Maule
2021;Generador Municipal;4053451;69071800-6;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,66519444;-70,9274262;13601;Talagante;Talagante;Metropolitana de Santiago;2;3173;Declaración;Disposición final;3;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;97614;96828810-5;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;Talagante;Metropolitana de Santiago
2021;Generador Municipal;911518;69230500-0;ILUSTRE MUNICIPALIDAD DE CHONCHI;I MUNICIPALIDAD DE CHONCHI;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;18;-42,62325564;-73,77384448;10203;Chiloé;Chonchi;Los Lagos;2;3139,44;Declaración;Vertedero;12;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;911518;69230500-0;ILUSTRE MUNICIPALIDAD DE CHONCHI;I MUNICIPALIDAD DE CHONCHI;Chonchi;Los Lagos
2021;Generador Municipal;911206;69252200-1;ILUSTRE MUNICIPALIDAD DE HUALAIHUÉ;I MUNICIPALIDAD DE HUALAIHUE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;18;-41,96580929;-72,47012106;10403;Palena;Hualaihué;Los Lagos;2;3127,8;Declaración;Vertedero;12;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5463456;69252200-1;VERTEDERO MUNICIPAL DE HUALAIHUE;I MUNICIPALIDAD DE HUALAIHUE;Hualaihué;Los Lagos
2021;Generador Municipal;253467;69090200-1;ILUSTRE MUNICIPALIDAD DE PLACILLA;I MUNICIPALIDAD DE PLACILLA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-34,63379798;-71,11082403;6308;Colchagua;Placilla;Libertador Gral. Bernardo O'Higgins;2;3122,51;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;245025;99537670-9;RELLENO SANITARIO PARQUE EL GUANACO;RELLENOS SANITARIOS DEL MAULE S A;Teno;Maule
2021;Generador Municipal;3023302;69091100-0;ILUSTRE MUNICIPALIDAD DE LITUECHE;I MUNICIPALIDAD DE LITUECHE;Otras actividades;Actividades de asociaciones empresariales y de empleadores;S941100;Actividades de asociaciones empresariales y de empleadores;S9411;19;-34,11653088;-71,72961619;6203;Cardenal Caro;Litueche;Libertador Gral. Bernardo O'Higgins;2;3120,7;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;245025;99537670-9;RELLENO SANITARIO PARQUE EL GUANACO;RELLENOS SANITARIOS DEL MAULE S A;Teno;Maule
2021;Generador Municipal;885976;69050800-1;ILUSTRE MUNICIPALIDAD DE PANQUEHUE;I MUNICIPALIDAD DE PANQUEHUE;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;O842300;Actividades de mantenimiento del orden público y de seguridad;O8423;19;-32,76703407;-70,83329853;5704;San Felipe;Panquehue;Valparaíso;2;3103,15;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5460838;78591180-6;SERVICIOS GEA LTDA;SERVICIOS GEA LIMITADA;San Felipe;Valparaíso
2021;Generador Municipal;4053451;69071800-6;ILUSTRE MUNICIPALIDAD DE TALAGANTE;ILUSTRE MUNICIPALIDAD DE TALAGANTE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,66519444;-70,9274262;13601;Talagante;Talagante;Metropolitana de Santiago;2;3089,1;Declaración;Eliminación;1;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;78709;87803800-2;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE S.A.;Maipú;Metropolitana de Santiago
2021;Generador Municipal;2822594;83017500-8;ILUSTRE MUNICIPALIDAD DE POZO ALMONTE;ILUSTRE MUNICIPALIDAD DE POZO ALMONTE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-20,25670811;-69,78601367;1401;Tamarugal;Pozo Almonte;Tarapacá;2;3050,495;Declaración;Vertedero;12;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5461718;83017500-8;VERTEDERO DE POZO ALMONTE;ILUSTRE MUNICIPALIDAD DE POZO ALMONTE;Pozo Almonte;Tarapacá
2021;Generador Municipal;4585273;69070300-9;MUNICIPALIDAD DE PROVIDENCIA;I MUNICIPALIDAD DE PROVIDENCIA;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-33,43201876;-70,60931115;13123;Santiago;Providencia;Metropolitana de Santiago;2;3025,409;Declaración;Reciclaje de vidrio;19;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;5453475;93372000-4;BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO;CRISTALERIAS TORO SPA;Maipú;Metropolitana de Santiago
2021;Generador Municipal;3022123;69081600-8;ILUSTRE MUNICIPALIDAD DE COINCO;ILUSTRE MUNICIPALIDAD DE COINCO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-34,26972689;-70,95170635;6103;Cachapoal;Coinco;Libertador Gral. Bernardo O'Higgins;2;3014;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5457604;69080100-0;RELLENO SANITARIO COLIHUES LA YESCA;I MUNICIPALIDAD DE RANCAGUA;Requínoa;Libertador Gral. Bernardo O'Higgins
2021;Generador Municipal;911614;69230900-6;ILUSTRE MUNICIPALIDAD DE QUINCHAO;ILUSTRE MUNICIPALIDAD DE QUINCHAO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;18;-42,53869941;-73,42447945;10210;Chiloé;Quinchao;Los Lagos;2;2822;Declaración;Vertedero;12;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;;;Destinatario Final;I MUNICIPALIDAD DE QUINCHAO;Quinchao;Los Lagos
2021;Generador Municipal;4448077;69250800-9;ILUSTRE MUNICIPALIDAD DE PUTRE;ILUSTRE MUNICIPALIDAD DE PUTRE;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-18,19762191;-69,55918254;15201;Parinacota;Putre;Arica y Parinacota;2;2779;Declaración;Basural;30;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5473154;69010100-9;VERTEDERO MUNICIPAL;I MUNICIPALIDAD DE ARICA;Arica;Arica y Parinacota
2021;Generador Municipal;3023082;69100400-7;ILUSTRE MUNICIPALIDAD DE RAUCO;ILUSTRE MUNICIPALIDAD DE RAUCO;Otras actividades;Actividades de la administración pública en general;O841100;Actividades de la administración pública en general;O8411;19;-34,92534495;-71,31563212;7305;Curicó;Rauco;Maule;2;2742,9;Declaración;Relleno sanitario;11;Eliminación;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;245025;99537670-9;RELLENO SANITARIO PARQUE EL GUANACO;RELLENOS SANITARIOS DEL MAULE S A;Teno;Maule
